CODART;FAMILIA;SUBFAMILIA;Obsoleto
410002;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
410004;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;Si
410005;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
410006;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
410007;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
410008;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
410010;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
410011;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
410013;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
410014;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
410015;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
410018;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
410019;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;Si
415001;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
415002;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
415003;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
415004;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
415005;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
415007;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
415008;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
415010;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
415013;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
420001;ARROCES Y LEGUMBRES;ARROCES;No
420003;ARROCES Y LEGUMBRES;ARROCES;No
420004;ARROCES Y LEGUMBRES;ARROCES;No
420005;ARROCES Y LEGUMBRES;ARROCES;No
420008;SOPAS Y PLATOS PREPARADOS;PLATOS PREPARADOS;Si
420009;SOPAS Y PLATOS PREPARADOS;PLATOS PREPARADOS;Si
420012;ARROCES Y LEGUMBRES;ARROCES;Si
420014;SOPAS Y PLATOS PREPARADOS;PLATOS PREPARADOS;No
420015;SOPAS Y PLATOS PREPARADOS;PLATOS PREPARADOS;No
420016;SOPAS Y PLATOS PREPARADOS;PLATOS PREPARADOS;No
420018;ARROCES Y LEGUMBRES;ARROCES;No
425001;CONDIMENTOS;AZUCARES Y EDULCORANTES;No
425003;CONDIMENTOS;AZUCARES Y EDULCORANTES;No
425004;;;No
425006;CONDIMENTOS;AZUCARES Y EDULCORANTES;No
425007;CONDIMENTOS;AZUCARES Y EDULCORANTES;No
435003;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;SALVADOS;No
440001;HARINAS Y SEMOLAS;SEMOLAS;No
440002;HARINAS Y SEMOLAS;SEMOLAS;No
440003;HARINAS Y SEMOLAS;SEMOLAS;No
440004;HARINAS Y SEMOLAS;SEMOLAS;No
440009;SOPAS Y PLATOS PREPARADOS;SOPAS;No
440016;HARINAS Y SEMOLAS;SEMOLAS;No
440017;HARINAS Y SEMOLAS;SEMOLAS;No
440019;SOPAS Y PLATOS PREPARADOS;SOPAS;No
440020;SOPAS Y PLATOS PREPARADOS;PLATOS PREPARADOS;No
440021;SOPAS Y PLATOS PREPARADOS;PLATOS PREPARADOS;No
440022;HARINAS Y SEMOLAS;SEMOLAS;No
445001;HARINAS Y SEMOLAS;HARINAS;No
445003;HARINAS Y SEMOLAS;HARINAS;No
445004;HARINAS Y SEMOLAS;HARINAS;No
445005;HARINAS Y SEMOLAS;HARINAS;No
445007;HARINAS Y SEMOLAS;HARINAS;No
445008;HARINAS Y SEMOLAS;HARINAS;No
445009;HARINAS Y SEMOLAS;HARINAS;No
445010;HARINAS Y SEMOLAS;HARINAS;No
445011;HARINAS Y SEMOLAS;HARINAS;No
445012;HARINAS Y SEMOLAS;HARINAS;No
445013;HARINAS Y SEMOLAS;ESPESANTE;No
450001;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450002;ARROCES Y LEGUMBRES;LEGUMBRES;No
450005;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
450006;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450007;ARROCES Y LEGUMBRES;ARROCES;No
450015;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450018;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450019;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450020;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450021;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450023;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;Si
450025;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450026;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450027;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;Si
450031;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450032;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450033;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450034;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450035;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450036;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450038;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
450040;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
450041;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
450044;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
465003;ARROCES Y LEGUMBRES;LEGUMBRES;No
465004;ARROCES Y LEGUMBRES;LEGUMBRES;No
465006;ARROCES Y LEGUMBRES;LEGUMBRES;No
465007;ARROCES Y LEGUMBRES;LEGUMBRES;Si
465010;ARROCES Y LEGUMBRES;LEGUMBRES;No
465014;ARROCES Y LEGUMBRES;LEGUMBRES;No
465015;ARROCES Y LEGUMBRES;LEGUMBRES;No
465017;ARROCES Y LEGUMBRES;LEGUMBRES;No
465018;ARROCES Y LEGUMBRES;LEGUMBRES;No
465019;SOPAS Y PLATOS PREPARADOS;SOPAS;No
470001;SEMILLAS;SEMILLAS;No
470002;SEMILLAS;SEMILLAS;No
470003;SEMILLAS;SEMILLAS;No
470004;SEMILLAS;SEMILLAS;No
470005;SEMILLAS;SEMILLAS;No
470006;SEMILLAS;SEMILLAS;Si
470008;SEMILLAS;SEMILLAS;Si
470009;SEMILLAS;SEMILLAS;No
470018;SEMILLAS;SEMILLAS;No
470023;SEMILLAS;SEMILLAS;No
480001;PASTA;PASTA CON VERDURAS;No
480006;PASTA;PASTA CON VERDURAS;No
480011;PASTA;PASTA INTEGRAL;No
480015;PASTA;PASTA INTEGRAL;No
480022;PASTA;PASTA;No
480024;PASTA;PASTA;No
480031;PASTA;PASTA ESPELTA;No
480032;SOPAS Y PLATOS PREPARADOS;PLATOS PREPARADOS;No
480033;SOPAS Y PLATOS PREPARADOS;PLATOS PREPARADOS;No
480034;PASTA;PASTA ESPELTA;No
480037;PASTA;PASTA ESPELTA;Si
501023;FRUTOS SECOS Y SNACKS;FRUTAS;No
505001;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;MUESLIS Y GRANOLAS;No
505002;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;MUESLIS Y GRANOLAS;No
505005;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;MUESLIS Y GRANOLAS;No
505010;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
510001;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
510004;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
510010;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
515009;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
520002;ARROCES Y LEGUMBRES;ARROCES;No
520004;ARROCES Y LEGUMBRES;ARROCES;No
520007;ARROCES Y LEGUMBRES;ARROCES;No
525000;CONDIMENTOS;AZUCARES Y EDULCORANTES;No
525002;CONDIMENTOS;AZUCARES Y EDULCORANTES;No
526020;FRUTOS SECOS Y SNACKS;SNACKS;No
540003;;;No
545003;HARINAS Y SEMOLAS;HARINAS;No
545007;HARINAS Y SEMOLAS;HARINAS;No
545008;HARINAS Y SEMOLAS;HARINAS;No
545010;HARINAS Y SEMOLAS;HARINAS;No
550001;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
550015;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
550019;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
550020;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
550025;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
550026;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
550029;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
550031;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
550032;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
550033;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
565001;ARROCES Y LEGUMBRES;LEGUMBRES;No
565002;ARROCES Y LEGUMBRES;LEGUMBRES;No
565006;ARROCES Y LEGUMBRES;LEGUMBRES;No
565010;ARROCES Y LEGUMBRES;LEGUMBRES;No
570002;SEMILLAS;SEMILLAS;No
570003;SEMILLAS;SEMILLAS;No
570006;SEMILLAS;SEMILLAS;No
570008;SEMILLAS;SEMILLAS;No
580005;PASTA;PASTA CON VERDURAS;No
580006;PASTA;PASTA CON VERDURAS;No
580015;PASTA;PASTA;No
580034;PASTA;PASTA ESPELTA;No
580037;PASTA;PASTA ESPELTA;No
597012;MDD;MDD;No
598004;PASTA;PASTA;Si
601009;FRUTOS SECOS Y SNACKS;FRUTAS;No
605001;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;MUESLIS Y GRANOLAS;No
605002;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;MUESLIS Y GRANOLAS;No
605004;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;MUESLIS Y GRANOLAS;No
605005;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;MUESLIS Y GRANOLAS;No
605006;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;MUESLIS Y GRANOLAS;No
605007;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;MUESLIS Y GRANOLAS;No
605008;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;MUESLIS Y GRANOLAS;No
605015;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;MUESLIS Y GRANOLAS;No
605016;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;MUESLIS Y GRANOLAS;No
610015;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;No
615003;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
615004;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
615010;;;No
615013;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
620006;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
625002;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;MUESLIS Y GRANOLAS;No
625006;CONDIMENTOS;AZUCARES Y EDULCORANTES;No
630003;CONDIMENTOS;ACEITES Y VINAGRES;No
640019;MDD;MDD;No
645006;HARINAS Y SEMOLAS;HARINAS;No
650001;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
650002;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
650005;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
650006;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
650007;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
650008;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
650010;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
650015;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
650016;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
650017;;;No
650018;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
650019;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;No
650020;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
650021;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;Si
650023;COMPLEMENTOS;SUPERALIMENTOS;No
650024;COMPLEMENTOS;SUPERALIMENTOS;No
650026;;;No
650028;CONDIMENTOS;AZUCARES Y EDULCORANTES;No
650032;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;MUESLIS Y GRANOLAS;No
650101;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;No
655030;GALLETAS Y DULCES;GALLETAS Y DULCES;No
655080;GALLETAS Y DULCES;GALLETAS Y DULCES;Si
655082;GALLETAS Y DULCES;GALLETAS Y DULCES;No
665003;ARROCES Y LEGUMBRES;LEGUMBRES;No
665004;ARROCES Y LEGUMBRES;LEGUMBRES;Si
665010;ARROCES Y LEGUMBRES;LEGUMBRES;No
671002;SEMILLAS;SEMILLAS;No
680006;PASTA;PASTA CON VERDURAS;No
680007;PASTA;PASTA CON VERDURAS;No
680037;PASTA;PASTA ESPELTA;No
805008;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;Si
805012;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;Si
810002;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;Si
810004;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;Si
810008;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;Si
810011;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;Si
810013;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;Si
810014;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;Si
810015;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;COPOS;Si
815001;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;Si
815002;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;Si
815003;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;Si
815005;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;Si
815008;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;Si
815010;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;Si
820001;ARROCES Y LEGUMBRES;ARROCES;Si
820008;SOPAS Y PLATOS PREPARADOS;PLATOS PREPARADOS;Si
820013;ARROCES Y LEGUMBRES;ARROCES;Si
820025;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;PELADOS, EN GRANO;Si
825005;CONDIMENTOS;AZUCARES Y EDULCORANTES;Si
825007;CONDIMENTOS;AZUCARES Y EDULCORANTES;Si
835003;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;SALVADOS;Si
840004;HARINAS Y SEMOLAS;SEMOLAS;Si
840009;SOPAS Y PLATOS PREPARADOS;SOPAS;Si
840019;SOPAS Y PLATOS PREPARADOS;SOPAS;Si
840020;SOPAS Y PLATOS PREPARADOS;PLATOS PREPARADOS;Si
845004;HARINAS Y SEMOLAS;HARINAS;Si
845009;HARINAS Y SEMOLAS;HARINAS;Si
845012;HARINAS Y SEMOLAS;ESPESANTE;Si
845014;HARINAS Y SEMOLAS;HARINAS;Si
850002;ARROCES Y LEGUMBRES;LEGUMBRES;Si
850026;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;Si
850034;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;Si
850036;CEREALES, MUESLIS, HINCHADOS Y CRUJIENTES;HINCHADOS Y CRUJIENTES;Si
855006;GALLETAS Y DULCES;GALLETAS Y DULCES;Si
855009;GALLETAS Y DULCES;GALLETAS Y DULCES;Si
855011;GALLETAS Y DULCES;GALLETAS Y DULCES;Si
855014;GALLETAS Y DULCES;GALLETAS Y DULCES;Si
855015;GALLETAS Y DULCES;GALLETAS Y DULCES;Si
855016;FRUTOS SECOS Y SNACKS;SNACKS;Si
855018;FRUTOS SECOS Y SNACKS;SNACKS;Si
855019;FRUTOS SECOS Y SNACKS;SNACKS;Si
855020;GALLETAS Y DULCES;GALLETAS Y DULCES;Si
856001;FRUTOS SECOS Y SNACKS;SNACKS;Si
856002;FRUTOS SECOS Y SNACKS;SNACKS;Si
856006;FRUTOS SECOS Y SNACKS;SNACKS;Si
856014;FRUTOS SECOS Y SNACKS;SNACKS;Si
856015;FRUTOS SECOS Y SNACKS;SNACKS;Si
856020;FRUTOS SECOS Y SNACKS;SNACKS;Si
865018;ARROCES Y LEGUMBRES;LEGUMBRES;Si
870005;SEMILLAS;SEMILLAS;Si
870012;SEMILLAS;SEMILLAS;Si
875002;BEBIDAS VEGETALES;ZUMOS;Si
875003;BEBIDAS VEGETALES;ZUMOS;Si
875004;BEBIDAS VEGETALES;ZUMOS;Si
875005;BEBIDAS VEGETALES;ZUMOS;Si
875006;BEBIDAS VEGETALES;ZUMOS;Si
875007;BEBIDAS VEGETALES;ZUMOS;Si
878001;BEBIDAS VEGETALES;ZUMOS;Si
878002;BEBIDAS VEGETALES;ZUMOS;Si
879001;GALLETAS Y DULCES;MERMELADAS;Si
880011;PASTA;PASTA INTEGRAL;Si
880015;PASTA;PASTA INTEGRAL;Si
880016;PASTA;PASTA INTEGRAL;Si
880017;PASTA;PASTA INTEGRAL;Si
880041;PASTA;PASTA ESPELTA;Si
880063;PASTA;PASTA INTEGRAL;Si
880065;PASTA;PASTA;Si
881001;MDD;MDD;Si
881002;MDD;MDD;Si
881003;MDD;MDD;Si
881004;;;Si
896002;CONDIMENTOS;ACEITES Y VINAGRES;Si
896003;CONDIMENTOS;ACEITES Y VINAGRES;Si
897011;MDD;MDD;Si
897012;MDD;MDD;Si
898004;PASTA;PASTA;Si
898007;PASTA;PASTA;Si
898009;MDD;MDD;Si
